58	3253	23	12
4237	3985	911	2656
1975	2760	227	117
85	3525	27	49
142	2898	82	87
246	1335	42	29
51	384	33	49
87	4205	29	45
199	2980	53	73
128	1670	53	59
169	3286	58	22
96	34	12	28
70	4070	54	64
7306	2140	832	1362
61	3327	11	24
76	789	19	20
681	3748	92	465
29105	2778	725	13841
291	3162	79	96
444	3759	85	342
12549	1823	1389	1713
166	2398	32	66
73	1039	28	23
316	3195	137	143
109	636	37	65
919	681	146	118
214	2929	93	105
159	1239	29	41
327	1415	28	35
117	4317	40	47
1160	2287	152	294
362	2810	99	64
1144	3708	257	279
514	2464	76	188
73	3362	30	37
246	3665	75	74
74	1145	37	23
1046	2034	400	33
324	707	57	116
490	3212	63	111
54	374	8	13
153193	3694	2928	94142
1774	3713	486	476
18664	2505	1092	3890
89	799	15	6
112	47	23	5
348	484	60	251
159	1043	34	33
4434	2196	809	439
277	1055	91	43
199	3608	71	89
881	3337	286	201
3655	499	161	2536
109	3103	25	60
180	906	98	92
66	379	27	42
65	108	19	26
135	99	23	15
293	2745	32	15
15168	2158	1607	2123
211	2148	26	67
72	2046	21	21
463	2361	73	191
284	469	60	71
119	605	33	29
185	329	85	32
321	913	65	35
159	1623	28	20
1315	2984	119	202
2074	4127	516	690
192	339	32	46
81	2111	21	11
646	3354	274	318
136	415	11	19
90	20	9	39
669	1226	46	224
81	2416	32	33
621	1342	70	46
160	415	33	46
569	3487	140	277
92	476	8	15
6137	2471	780	1699
107	2069	63	62
201	3395	70	47
138	2421	52	67
421	869	61	84
70	2092	16	18
112	1632	48	73
393	1496	66	84
142	3503	44	26
333	3714	68	73
463	2697	170	286
117	598	11	35
81	3683	40	20
83	2632	35	25
123	438	13	10
58	90	10	13
184	1389	55	47
242	3903	92	69
166	3269	66	95
66	2861	20	11
195	3267	40	115
132	4161	76	68
176	1900	24	104
3513	332	205	727
3187	1711	165	1676
189	3972	82	63
53	3990	23	20
260	1888	35	69
720	2103	134	321
50	1523	15	12
152	3163	41	30
83	848	24	52
1154	3130	152	140
370	1765	142	184
1556	4089	187	232
50	971	13	13
119	2795	22	8
251	24	20	140
3468	4496	602	1471
111	972	30	90
6596	1214	1112	1253
536	2036	100	62
284	869	18	36
76	4127	29	33
1354	1611	100	83
50	757	23	30
31566	3151	1379	20241
473	4116	130	114
323	2680	168	124
1972	3452	404	809
340	1769	64	66
281	1850	134	243
645	2565	58	42
250	2846	42	72
279	1376	52	46
73	1657	26	47
474	2136	60	79
76	3779	38	48
210	2562	103	111
229	553	32	51
364	564	89	168
103	835	22	45
1128	3177	174	280
82	349	10	10
95	1615	17	55
5587	684	249	577
139	2215	24	10
908	3518	230	307
221	1546	54	64
3157	4025	788	1630
109	556	20	34
682	1529	201	42
193	2760	41	33
294	2831	99	183
1179	3235	300	304
250	1961	68	62
274	884	45	114
80	1315	22	27
4897	3618	595	2303
489	3135	129	163
731	615	135	350
400	290	17	14
877	871	161	375
84	127	29	27
10965	2278	1274	1347
1413	883	183	175
66	19	8	5
937	705	211	138
155	187	26	51
2405	2663	211	1528
2456	4058	324	884
74	1395	19	18
101	903	24	30
1128	3583	232	439
11622	2424	1405	832
1559	3830	487	575
160	3289	56	83
522	3167	122	75
385	1264	151	73
89	4016	30	37
558	1667	217	138
572	978	113	40
309	1854	68	86
89	1493	37	39
1928	1495	234	285
52	290	27	8
230	1020	106	177
50	3149	12	18
1217	2192	227	100
996	3381	90	252
30981	2919	740	13841
586	1061	47	369
79	973	20	22
74	74	17	26
71	1593	7	30
88	262	17	13
181	1372	46	87
105	2201	46	52
221	2497	89	152
163	4806	44	84
2306	3850	147	1433
244	78	25	19
57	74	6	11
1973	1859	335	805
76	25	7	8
167	3365	39	82
917	568	131	245
179	3444	40	34
129	50	6	3
928	1704	216	352
78	1722	27	27
651	1995	96	242
5309	376	357	1477
375	1897	89	86
51	3015	18	22
1176	3210	235	314
1983	2805	457	185
102	33	16	30
4514	2049	309	2713
561	3067	66	118
2918	2843	119	701
91	30	6	26
65	2661	19	25
82	26	6	5
738	3271	131	405
1584	4276	446	1384
1991	3558	263	659
281	4339	50	100
61	818	15	14
395	2465	211	307
1268	394	119	621
2716	3390	230	1858
814	608	115	40
267	3221	53	17
260	63	23	31
229	1672	49	14
1657	2815	253	650
3222	2389	401	987
3912	3806	703	886
5182	3776	861	525
185	654	51	29
852	3421	237	196
14000	1556	523	5069
20817	1232	705	5118
89	1545	56	85
114	2613	18	16
1540	1404	292	370
148	3739	52	40
441	2034	160	195
78	1024	11	14
247	43	37	61
254	726	62	35
3078	3612	339	641
770	698	72	224
119	438	15	27
117	103	42	61
240	1336	48	72
101	3487	14	6
402	2102	65	56
8395	2436	1051	134
743	1570	124	128
156	2705	16	20
212	3319	47	55
54	3432	23	29
600	1614	245	287
61	1094	7	39
62	2999	19	17
263	1350	62	96
7139	3243	792	2612
697	3615	152	254
344	1105	53	101
345	3517	107	182
6112	3209	977	2630
293	348	16	38
216	3044	36	200
368	1685	107	73
2918	4290	836	545
65	1471	28	32
108	834	34	46
197	2775	83	93
119	2052	25	13
276	3655	42	25
56	2627	21	25
11482	1980	724	4750
249	1094	46	87
721	4030	223	450
911	52	25	207
535	716	77	55
1863	300	203	975
433	2872	122	185
75	1790	16	16
91	4031	30	70
63	167	10	32
126	993	56	33
172	3949	49	66
58	3084	18	20
877	3243	125	299
69	345	17	13
263	3372	34	186
59	220	16	19
38950	3938	1895	23924
145	922	45	68
233	4244	84	111
608	3531	167	223
144	1728	44	71
884	3258	170	344
3676	4084	322	2172
303	1956	72	93
89	17	10	27
1062	4171	233	563
897	523	96	137
394	1140	190	156
59	336	8	10
280	2086	136	173
55	3560	13	6
258	1111	17	32
188	1860	40	44
63	2515	24	29
88	2542	33	37
359	424	20	54
223	3050	34	106
1383	336	185	238
2686	2833	670	928
76	368	34	36
126	1188	26	55
750	4118	237	487
812	3291	320	169
115	2090	18	44
201	2199	43	50
57	2225	25	39
6821	2870	734	889
550	2222	177	220
848	2653	141	137
100	2300	11	7
421	1761	37	17
965	3895	103	57
2821	2704	626	1172
490	3859	94	236
648	4539	218	294
72	2992	36	39
250	4290	74	115
127	1	1	26
72	233	12	38
2065	1624	187	328
134	3530	51	71
411	2377	75	121
5385	3093	761	2046
172	1384	43	75
196	1611	38	45
228	1487	59	43
10408	4208	2869	4418
100	2794	21	24
167	1947	47	33
151	100	24	24
228	422	32	31
210	3621	159	190
6133	1355	982	2550
2073	2885	302	789
141	16	12	44
159	3481	25	28
261	711	39	48
2177	2285	342	451
175	617	55	54
338	2726	52	61
415	3566	110	223
8068	1187	692	1799
533	1953	127	270
80	2361	30	29
235	3018	105	116
124	805	30	48
133	800	51	87
123	1153	23	14
770	559	39	22
3373	1092	586	664
869	3653	253	543
645	1477	75	133
93	583	15	33
196	4684	137	132
29021	4457	864	8040
6143	3624	1230	1933
121	1687	68	97
11419	1895	622	5555
288	2930	45	98
70	599	11	17
56	3832	13	8
85	3477	42	56
67	1082	29	40
22322	2857	474	10302
4722	3362	368	851
473	3643	123	317
107	4317	34	81
1243	1455	102	261
135	603	60	76
1026	1769	367	340
1409	4054	292	329
103	29	12	31
22631	4041	1826	5951
188	338	53	13
188	774	64	48
295	2720	33	23
62	3261	27	29
108	3625	35	44
63	1397	9	21
58	4025	23	21
291	2960	67	133
410	1034	11	363
75	356	29	25
50	3	3	13
991	2268	217	189
2014	2371	197	309
4573	3137	363	755
153	3763	61	62
69	46	9	28
2360	3265	658	786
84	1788	55	53
637	1197	137	201
314	2148	84	104
56	1482	17	9
1595	3969	160	594
143	1958	39	36
3176	3647	663	523
5996	4779	947	3300
54	380	6	15
7990	3839	1899	2492
212	27	22	81
5568	789	731	3067
97	2793	19	28
285	581	51	133
68	2184	23	19
708	2275	206	256
1081	1372	236	132
6721	2571	1126	798
89	1521	16	49
810	4215	119	158
32736	2778	1799	2958
1411	2430	315	434
148	3699	66	33
144	3978	36	67
8870	318	165	5551
73	74	17	24
56	171	7	11
58	3590	22	33
670	486	143	162
3325	2288	692	130
1142	1573	235	451
104	2112	11	42
279	52	15	41
82	23	5	7
199	1388	48	42
105	615	58	78
88	2558	18	23
16123	3729	1723	5042
53	1874	11	6
481	449	40	26
74	3250	24	13
75	50	12	7
73	1534	20	30
143	2459	58	61
4912	3014	612	636
972	1097	37	364
2200	3640	262	159
387	3147	216	236
259	109	42	34
80	3491	34	40
9088	4308	822	4842
492	3174	109	144
123	1153	59	48
326	400	71	209
387	1253	34	23
5662	4646	779	3703
72	699	9	17
77	1351	9	11
440	2840	38	80
1999	3105	670	347
112	464	14	8
1807	4259	680	1121
120	1234	22	26
76	2984	22	27
64	808	11	19
13892	2392	910	3636
53	36	3	6
6129	3877	579	4520
74	2539	22	24
770	768	65	55
262	47	29	29
317	1184	107	76
143	82	14	6
65	4027	27	36
4274	3444	448	783
158	3121	76	67
127	2811	9	25
69	14	7	15
60	477	10	11
157	2844	43	46
74	1123	24	43
10968	3570	991	2288
70	3470	62	64
54	608	8	6
6039	2559	1129	333
4344	2124	320	1705
146	82	32	27
726	472	225	137
58505	2982	2679	26555
129	3682	29	26
76	2197	26	15
228	508	38	112
28011	1823	1172	11103
962	2769	209	302
93	207	20	39
50	1284	3	8
2278	3842	141	851
92	729	34	31
53	17	6	8
2669	3463	181	692
62	13	4	4
6865	4199	584	4518
68	3033	22	18
215	604	23	146
750	2510	67	267
76	2920	11	30
5208	1881	778	2041
190	3321	115	157
536	3562	220	169
1511	1849	154	1388
148	34	18	16
176	1861	53	61
413	4710	169	267
51	524	19	16
54	108	22	21
1614	1953	332	652
4859	1998	656	1379
230	1510	43	10
172	874	11	58
732	1682	246	727
843	3521	195	206
709	4238	205	503
141	1781	37	32
6674	2610	1406	553
213	96	44	77
79	125	14	28
411	2263	68	108
268	980	70	71
443	3636	135	109
301	3567	192	226
233	3583	134	145
178	380	52	95
513	2051	145	123
146	3100	79	63
397	730	65	129
2973	3881	605	567
1117	649	205	360
607	4104	121	379
2968	594	175	280
124	145	28	14
6302	891	728	3061
133	277	26	22
539	2075	193	172
562	3814	200	133
105	574	20	48
789	1204	220	49
477	933	92	119
2122	3844	277	1243
53	378	7	8
560	1956	146	243
174	231	18	36
339	75	23	8
1932	3006	555	348
130	542	56	119
353	640	15	58
2625	4049	295	1682
904	1270	82	91
1550	2288	140	439
180	2637	121	65
101	99	13	20
83	362	27	36
123	2738	17	17
1561	1090	257	533
73	2202	12	16
139	2832	66	57
81	2102	25	24
92	32	9	34
55	3360	20	21
158	407	32	71
104	2395	49	55
94	2894	26	37
129	2854	48	46
196	1872	135	177
86	31	4	3
1955	2872	213	107
820	1771	71	139
313	1272	102	142
92	3575	23	37
94	90	18	18
536	352	39	65
75	440	9	26
3421	3223	197	1325
546	1432	98	154
79	149	19	18
109	3088	62	77
90724	3712	2603	46433
99	1526	33	91
468	2935	129	175
1915	2967	302	355
2429	2486	155	1412
247	2991	72	126
337	2290	78	88
1005	465	79	159
